id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
18708296,8d61183a-b991-4caf-92d3-0040d131b079,2016-08-16 7:52:52 AM CDT,2016-08-16,2016-08-16 12:52:52 UTC,Central Time (US & Canada),,"Narok County, Kenya",-1.3938216167,34.9524718523,8415,,,,8415,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
18736961,bf3f1513-72fe-4106-95b2-85607610e1a0,2017/01/15 3:50 AM EAT,2017-01-15,2017-01-15 00:50:00 UTC,Nairobi,sleeping in the culvert,"Loitoktok District, Rift Valley, Kenya",-2.6520157,37.2607672,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
18780279,4826fdb7-3961-4d5a-96f6-790c86bde52a,2017/03/31 12:46 AM EEST,2017-03-31,2017-03-30 21:46:00 UTC,Athens,M2E1L0-2R350B30,"North Horr, KE-MB, KE",4.0837881337,36.5985291428,,,,,31411,,obscured,true,,,Striped Hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
18780443,06df157b-2fc1-4230-97f4-54a7a43ef29d,2017/04/10 8:37 PM EEST,2017-04-10,2017-04-10 17:37:00 UTC,Athens,M2E1L0-2R350B30,"Marsabit County, Kenya",3.995401,36.238754,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
18891261,dd4fa1ef-5e69-47ae-8061-5780215b12ef,Sat Dec 08 2018 08:49:57 GMT+0300 (GMT+3),2018-12-08,2018-12-08 05:49:57 UTC,Baghdad,,"East Road, Nakuru, Rift Valley, KE",-0.4895833333,36.3603333333,6,,,,6,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19190000,eae7b664-4c20-4478-b11f-a91d4260a615,2017/10/22 6:47 PM PDT,2017-10-22,2017-10-23 01:47:00 UTC,Pacific Time (US & Canada),,"Nyeri County, Kenya",-0.3804913151,36.800658055,61,,,,61,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19201363,79edf265-9577-4d21-904c-5003d14a5b5c,2017/11/17 8:10 AM PST,2017-11-17,2017-11-17 16:10:00 UTC,Pacific Time (US & Canada),,"Kajiado County, Kenya",-2.6444825431,37.2829446785,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19202328,5cc45e87-c6d9-4e23-91f3-3d9b1ca8831d,2017/11/17 9:32 AM PST,2017-11-17,2017-11-17 17:32:00 UTC,Pacific Time (US & Canada),,"Kajiado County, Kenya",-2.6961510677,37.2920610752,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19300366,2b35c2b4-ee41-47e4-8512-bb2ea6443e0c,2017/11/03 2:43 PM PDT,2017-11-03,2017-11-03 21:43:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.518818026,35.0770259653,8,,,,8,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19303245,304238a0-4727-48e3-a88c-bd5f8c6baecd,1992/09/27,1992-09-27,,Alaska,,"Narok County, Kenya",-1.4170918294,34.9269104004,10000,,,,10000,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19304156,29f5a32f-92a3-4fd4-8c03-da7eb3b17cef,2017/11/03 2:43 PM PDT,2017-11-03,2017-11-03 21:43:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.4897537615,35.1037535306,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19311887,0bd1a2a2-0820-4498-a693-05e1a91008f8,2017/11/04 11:21 AM PDT,2017-11-04,2017-11-04 18:21:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.3378343785,35.1550928792,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19311891,7753cc0e-7df4-4221-8546-9b77f440eff3,2017/11/04 11:32 AM PDT,2017-11-04,2017-11-04 18:32:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.337681957,35.1553534924,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19313138,545bdd92-e776-4ffa-ab79-194eb1fe2537,2018/08/29 3:29 PM KST,2018-08-29,2018-08-29 06:29:00 UTC,Seoul,Eating something that I cannot ID!,"Nakuru County, Kenya",-0.8810161947,36.348520635,122,,,,122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19329233,18ba323e-aec7-4f20-96bb-4a5b64bd63bf,2018/08/30 11:55 PM KST,2018-08-30,2018-08-30 14:55:00 UTC,Seoul,,"Kajiado County, Kenya",-2.6756962109,37.2785604735,488,,,,488,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19511175,125ce1cd-ffbd-4784-b0d8-20f0ac35a546,2017/06/07 3:58 AM -03,2017-06-07,,Buenos Aires,"","Ngiro-are Road, Kenia",-1.371912,34.9381095,292,,,,292,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19527020,879c3ea6-a47a-45a7-bc0d-4555b97c1d14,2007/10/08 7:43 AM PDT,2007-10-08,2007-10-08 14:43:00 UTC,Pacific Time (US & Canada),,"Baruti East, Nakuru, Kenya",-0.4060134809,36.1070344386,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19542825,4bceb441-efb2-483b-8772-224a462c10ba,2007/10/09 7:43 AM PDT,2007-10-09,2007-10-09 14:43:00 UTC,Pacific Time (US & Canada),,"Kajiado County, Kenya",-2.6286357183,37.2934946861,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19543449,8d6f490c-126e-4c2f-b453-1a31375277ea,2007/10/10 12:24 AM PDT,2007-10-10,2007-10-10 07:24:00 UTC,Pacific Time (US & Canada),,"Kajiado County, Kenya",-2.6635503022,37.3107058441,4,,,,4,,open,false,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19543462,861afbd8-6196-48ba-949d-d4792295579a,2007/10/09 10:32 PM PDT,2007-10-09,2007-10-10 05:32:00 UTC,Pacific Time (US & Canada),,"Kajiado County, Kenya",-2.6403807402,37.2596529597,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19570364,7ddaf121-a9a7-4b35-9bd4-cdcf33dacbbf,2018-12-28 8:08:29 AM GMT+03:00,2018-12-28,2018-12-28 05:08:29 UTC,Baghdad,track,"Samburu East, KE-SA, KE",0.8149604797,37.0348167419,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19570367,a300b2a2-2c27-49e9-8595-e6cafa3e4f0d,2019-01-02 9:26:24 AM GMT+03:00,2019-01-02,2019-01-02 06:26:24 UTC,Baghdad,scat and tracks,"Samburu East, KE-SA, KE",0.81213558,37.0297367,8,,,,8,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19570369,4151e114-5649-46f2-8dda-0ed3d94a4372,2019-01-04 9:15:08 AM GMT+03:00,2019-01-04,2019-01-04 06:15:08 UTC,Baghdad,old scat and 24 hr old tracks nearby,"Samburu East, KE-SA, KE",0.80910558,37.03790336,8,,,,8,,open,false,,,spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19586248,61b9050e-43e2-44ce-af95-d402aa38a655,2019/01/01 6:13 PM EAT,2019-01-01,2019-01-01 15:13:00 UTC,Nairobi,,Kenya,3.6637463545,36.2813709271,3906,,,,31418,,obscured,true,,,hyena žíhaná,Hyaena hyaena,Striped Hyaena,Mammalia,41888
19611680,b960133b-ff00-46aa-801f-47898546c2c6,2018/02/23 12:29 AM EAT,2018-02-23,2018-02-22 21:29:00 UTC,Nairobi,0029:022318:17C:0000:CAMERA1:2E[129:0123]G[008:0x0006],"Laikipia County, Kenya",0.4786518977,36.9571546938,366,,,,366,,,false,,,Eastern Aardwolf,Proteles septentrionalis,Eastern Aardwolf,Mammalia,1431008
19637262,1c23118d-db74-4f28-a232-eafce6c68dac,2005/06/17 4:12 PM CEST,2005-06-17,2005-06-17 14:12:00 UTC,Paris,,"Ol Tukai, Kenia",-2.6536901327,37.2715948684,61,,,,61,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19673138,9c353985-016a-42c6-a5fc-b7e681a52708,2017/07/20 7:00 AM UTC,2017-07-20,,UTC,"","Narok County, Kenya",-1.2939403494,35.0204584336,244,,,,244,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19705815,737419c7-0ddd-422c-8c90-50e2f5e3ce20,2007-11-11 11:13:52 PM CET,2007-11-11,2007-11-11 22:13:52 UTC,Paris,Safari Tzavo est,"Kitui County, Kenya",-2.5166986382,38.6369740963,11154,,,,11154,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
19962652,136292de-338b-4f0f-8b1d-0e9143deb07a,2014/11/11 4:56 AM PST,2014-11-11,2014-11-11 12:56:00 UTC,Pacific Time (US & Canada),,"Kajiado County, Kenya",-2.6672830085,37.3143932624,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20017988,0d508199-e727-4555-a520-dc4e1cd27722,2019-02-01 7:26:35 AM GMT+03:00,2019-02-01,2019-02-01 04:26:35 UTC,Baghdad,,"Narok County, Kenya",-1.28044768,35.03486045,4,,,,4,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20030188,bb807cbf-c7be-441f-981e-a4d9dff546c9,2014/11/07 8:00 AM PST,2014-11-07,2014-11-07 16:00:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.3673482842,34.9492004804,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20030810,4503f8ce-fc80-434a-8656-418d06ad235c,2014/11/07 9:45 PM PST,2014-11-07,2014-11-08 05:45:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.3469734978,34.9858303337,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20032798,298beb4b-53f1-4e00-ae96-09c3efb80113,2014/11/08 2:13 AM PST,2014-11-08,2014-11-08 10:13:00 UTC,Pacific Time (US & Canada),,"Mara Region, Tanzania",-1.5023552145,34.9407320232,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20043221,b9f47290-5c75-4538-ba20-64e9979526c5,2014/11/08 6:01 AM PST,2014-11-08,2014-11-08 14:01:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.3742363365,34.8864085592,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20044504,b663ea40-6658-4b00-b707-25d3f7fce4c5,2014/11/08 8:49 PM PST,2014-11-08,2014-11-09 04:49:00 UTC,Pacific Time (US & Canada),,"Narok County, Kenya",-1.4142886085,34.9585377672,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20164711,2c314b22-30fa-4583-85c7-d3adb5ef1a0e,2018/09/01 10:06 AM EDT,2018-09-01,2018-09-01 14:06:00 UTC,Eastern Time (US & Canada),,"Amboseli NP, Kenya",-2.6886633333,37.25976,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20687175,e178d86d-c55e-44a2-ac8b-1e80b2df772c,Sat Feb 23 2019 18:25:19 GMT+0300 (GMT+3),2019-02-23,2019-02-23 15:25:19 UTC,Nairobi,,"Narok, Narok, Rift Valley, KE",-1.0743971667,35.2505383333,8,,,,8,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20727590,b2964f69-8cb5-4322-bfc8-8c8539512e37,2019/02/03 10:09 AM ,2019-02-03,2019-02-03 16:09:00 UTC,Central Time (US & Canada),,"Narok County, Kenya",-1.4499326251,35.014943412,488,,,,488,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
20986262,e180b83b-1113-41a3-9bda-10a4180dd867,2019/01/06 4:10 AM CST,2019-01-06,2019-01-06 10:10:00 UTC,Central Time (US & Canada),"I saw the Hyena sitting in puddle of water.  It's eyes were open, but I knew something was wrong.   As our driver drove around we saw a big size bite on his back. Perhaps fighting with Lions","Masai Mara National Reserve, Kenya",-1.4061088354,34.9063110352,3906,,,,3906,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
21203145,b508dfc9-6c90-4028-a9a0-1ffe18355fdd,Wed Mar 13 2019 16:45:39 GMT+0300 (GMT+3),2019-03-13,2019-03-13 13:45:39 UTC,Baghdad,,"Trans Mara, Trans Mara, Rift Valley, KE",-1.1396231689,35.1295004972,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
21204769,9bce8121-b413-43ea-9b6e-ec17b62800f9,Wed Mar 13 2019 18:24:02 GMT+0300 (GMT+3),2019-03-13,2019-03-13 15:24:02 UTC,Baghdad,,"Narok, Narok, Rift Valley, KE",-1.1697726231,35.1588376612,5,,,,5,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
21942655,22b849bf-860c-42ef-b9fd-dca53bfa1ab4,Tue Apr 02 2019 17:41:45 GMT+0300 (GMT+3),2019-04-02,2019-04-02 14:41:45 UTC,Baghdad,,"Maasai Mara National Reserve, Narok, Rift Valley, KE",-1.5008033333,35.198845,5,,,,5,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
23036204,fc93fed8-c503-43f4-959a-3c1816d69cf6,2018/10/14 3:12 PM HST,2018-10-14,2018-10-15 01:12:00 UTC,Hawaii,,"Nyeri District, Kenya",-0.35713,36.8036966667,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
23036210,0a61d9b7-ea43-4b55-aa69-af65e731b2f8,2018/10/18 4:27 PM HST,2018-10-18,2018-10-19 02:27:00 UTC,Hawaii,,"Amboseli, Kajiado South, Kajiado, Kenya",-2.65732,37.24605,,,,,,,open,false,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
23047272,64fc9a74-dfb2-47f1-b5b8-b1a593ca1644,2010/10/27 5:39 AM UTC,2010-10-27,,UTC,,"Kajiado, Kenya",-2.512522545,36.980986057,10000,,,,10000,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
23117764,82614a95-f9af-4462-b745-1a239496d1a4,2018/12/15 6:35 AM EET,2018-12-15,2018-12-15 04:35:00 UTC,Cairo,,"Narok County, Kenya",-1.4061088354,34.9063110352,3906,,,,3906,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
24795684,828c1af4-d35a-4552-8dee-6a43d78bea52,Wed May 08 2019 20:18:04 GMT+0200 (GMT+2),2019-05-08,2019-05-08 18:18:04 UTC,Pretoria,,"Maasai Mara National Reserve, Narok, Rift Valley, KE",-1.4711412332,35.1614103409,159922,,,,159922,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
24892645,ecd9dcf1-b778-449e-8d4b-2ff765de9ffd,Fri May 10 2019 19:57:01 GMT+0200 (GMT+2),2019-05-10,2019-05-10 17:57:01 UTC,Pretoria,,"Amboseli National Park, Kajiado, Rift Valley, KE",-2.6513740516,37.2789653192,84326,,,,84326,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
25164386,cf815a6a-96b2-4a2d-ba30-2628f509ad8f,2015/05/25 2:05 PM HST,2015-05-25,2015-05-26 00:05:00 UTC,Hawaii,,"Sekenani Main Gate, Quénia",-1.4769821,35.0927784,467,,,,467,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
25667425,9171c98a-1702-436c-8ef6-8fea4c555116,2019-05-22 5:01:10 PM GMT+03:00,2019-05-22,2019-05-22 14:01:10 UTC,Baghdad,,"Ololmogi, Kenya",-1.3114390373,34.9779052734,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
26411286,e9055b7e-def4-4087-abec-7d281d95f70b,2019-04-09 10:09:49,2019-04-09,2019-04-09 09:09:49 UTC,London,"",Ol Pejeta ,0.052881,36.945808,5029,,,,5029,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
26442949,7ecfc088-f482-4f91-8ac6-6bd64fc998e9,Wed Jun 05 2019 07:39:50 GMT-0400 (EDT),2019-06-05,2019-06-05 11:39:50 UTC,Eastern Time (US & Canada),,Kenya,-1.5190218875,35.3124264784,68500,,,,68500,obscured,open,true,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
26535736,51f4dec1-50fb-4cd1-915c-3e55db3a65f4,2019-06-04 7:25:27 AM GMT+03:00,2019-06-04,2019-06-04 04:25:27 UTC,Nairobi,footprints,Kenya,0.4202888539,37.5615840068,3,,,,31451,,obscured,true,,,Striped Hyaena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
27042436,337a9dab-77cf-4cac-9321-6f928df7c3b1,Sat Jun 15 2019 16:42:19 GMT+0300 (GMT+3),2019-06-15,2019-06-15 13:42:19 UTC,Baghdad,,"Koibatek, Koibatek, Rift Valley, KE",0.5377383333,35.9191333333,,,,,,,,false,,,,Hyaeninae,Bone-cracking Hyaenas,Mammalia,846226
27397714,33839570-88b4-4984-82cc-5fcfb992dd9a,2019/03/08 4:40 PM EAT,2019-03-08,2019-03-08 13:40:00 UTC,Nairobi,,"Aberdare Forest, Kenya",-0.3485033333,36.811755,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27564652,e9a7d859-5ac9-489c-b999-f118aa6797cd,2019/06/22 8:36 AM -0400,2019-06-22,2019-06-22 11:36:00 UTC,Atlantic Time (Canada),"The black-backed jackal in that pic is recorded at https://www.inaturalist.org/observations/27564414

Our VP is currently in Kenya hoping the conservation management of Rothschild giraffes. For more pics of our African sightings see our Album 'Pics from the Field (Africa) > https://www.facebook.com/pg/EarthwiseAware/photos/?tab=album&album_id=1152143381468206 | Photo credit © Sharan Bahra","Mara, Kenya",-1.4828166327,35.0886585222,5942,,,,5942,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27859201,226b5333-6b7b-455e-b06d-433f6b03dc28,2016/02/25 6:40 PM CET,2016-02-25,2016-02-25 17:40:00 UTC,Paris,,"National Park, Nairobi, Kenya",-1.3629680053,36.8018946369,2537,,,,2537,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27859370,74b0952b-df43-487e-9c90-84fb3c79e097,2016/02/29 6:50 PM CET,2016-02-29,2016-02-29 17:50:00 UTC,Paris,,"National Park, Nairobi, Kenya",-1.3530144394,36.7771753947,1353,,,,1353,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27860800,10e89072-5823-4fd0-a273-eb4a41a82a45,2016/04/24 7:06 AM CEST,2016-04-24,2016-04-24 05:06:00 UTC,Paris,"","National Park, Nairobi, Kenya",-1.3631396157,36.7996630351,2308,,,,2308,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27861072,6f782ed9-582c-4ca7-8ee5-246095bed31d,2016/04/26 4:30 PM CEST,2016-04-26,2016-04-26 14:30:00 UTC,Paris,"","Lolgorian, Kenya",-1.4410164141,34.9885340114,5531,,,,5531,,,false,,,Eastern Aardwolf,Proteles septentrionalis,Eastern Aardwolf,Mammalia,1431008
27861193,ad23c356-eecc-4501-9242-2985d24fb66a,2016/04/26 5:36 PM CEST,2016-04-26,2016-04-26 15:36:00 UTC,Paris,"","Lolgorian, Kenya",-1.4162093936,34.9691376954,5285,,,,5285,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27861237,e1ddd6f3-4ead-491d-a0d0-c90c9bdedaa8,2016/04/26 5:46 PM CEST,2016-04-26,2016-04-26 15:46:00 UTC,Paris,"","Lolgorian, Kenya",-1.4319973685,34.9948869017,5132,,,,5132,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27861293,7ad994ba-b341-4bff-abed-7ac5c78be80a,2016/04/27 8:13 AM CEST,2016-04-27,2016-04-27 06:13:00 UTC,Paris,"","Lolgorian, Kenya",-1.3688448473,34.9485383302,4864,,,,4864,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
27906219,ca82d383-0f8b-4f50-93d4-785ce0d9d459,2015/12/19 7:50 AM EAT,2015-12-19,2015-12-19 04:50:00 UTC,Nairobi,,"overlooking Olare Orok stream, Mara North Conservancy, Kenya",-1.2146551,35.1651798,212,,,,212,,,false,,,Eastern Aardwolf,Proteles septentrionalis,Eastern Aardwolf,Mammalia,1431008
27992389,28c9f916-1fcd-43e0-85c0-270637f7912b,Mon Jul 01 2019 14:56:47 GMT+0300 (GMT+3),2019-07-01,2019-07-01 11:56:47 UTC,Baghdad,,"Maasai Mara National Reserve, Narok, Rift Valley, KE",-1.5414783333,35.1647611667,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28243620,aac5ef01-b1b2-4ce5-9d9d-b7c50e06b11a,2019/06/07 6:53 AM CEST,2019-06-07,2019-06-07 04:53:00 UTC,Paris,,"Narok West, Narok, Kenya",-1.11443,35.2198416667,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28279772,56fd8ef4-15f1-40b2-975c-ea0273bc6ddc,Thu Jul 04 2019 18:48:50 GMT+0300 (GMT+3),2019-07-04,2019-07-04 15:48:50 UTC,Baghdad,,"Laikipia, Laikipia, Rift Valley, KE",0.292073451,36.8985465914,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28335983,681598e5-7d4d-438e-864c-553b3e06cd4f,2011/09/13 10:23 AM EDT,2011-09-13,2011-09-13 14:23:00 UTC,Eastern Time (US & Canada),,"Loitokitok, Kenya",-2.6614398449,37.2945156408,20600,,,,20600,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28420133,04c75ba0-d9ad-40a7-a1ad-82c8a333e076,Mon Jul 08 2019 07:47:24 GMT+0300 (GMT+3),2019-07-08,2019-07-08 04:47:24 UTC,Nairobi,,"Laikipia North, KE-LK, KE",0.4646846011,36.9740865799,8,,,,31451,,obscured,true,,,Striped Hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
28753453,ce12d167-c530-4675-bb8a-eb767a00522c,Sat Jul 13 2019 06:54:59 GMT+0300 (GMT+3),2019-07-13,2019-07-13 03:54:59 UTC,Baghdad,,"Narok, Narok, Rift Valley, KE",-1.0742305,35.2501133333,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28816213,13912bb4-b226-4421-8ca2-2e5b1452d257,Sun Jul 14 2019 17:48:31 GMT+0300 (GMT+3),2019-07-14,2019-07-14 14:48:31 UTC,Baghdad,,"Narok, Narok, Rift Valley, KE",-1.0727583333,35.26865,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28850892,e86e89ea-e356-4c77-9943-3c97ea2daa67,2019/07/13 8:23 AM PDT,2019-07-13,2019-07-13 15:23:00 UTC,Pacific Time (US & Canada),,"Masai Mara, Narok West, Narok, Kenya",-1.5507,35.2600777778,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
28874095,d123f5e5-3196-4044-aa68-8509f99d7fa1,Mon Jul 15 2019 06:51:41 GMT+0300 (GMT+3),2019-07-15,2019-07-15 03:51:41 UTC,Baghdad,,"Narok, Narok, Rift Valley, KE",-1.0746,35.2500916667,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29100287,2f680200-d312-429b-b74b-0947726c4ede,2019/06/03 9:06 AM IST,2019-06-03,2019-06-03 03:36:00 UTC,Chennai,,"Mara, Kenya",-1.4888930556,35.1810547222,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29100493,e22d96b8-0082-4b94-affb-4080ec01608e,2019/06/03 9:26 AM IST,2019-06-03,2019-06-03 03:56:00 UTC,Chennai,,"Mara, Kenya",-1.4944130556,35.2002830556,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29100494,1879716c-dd10-43ca-a613-afb3b77b82b0,2019/06/04 7:58 AM IST,2019-06-04,2019-06-04 02:28:00 UTC,Chennai,,"Mara, Kenya",-1.5768,35.2387397222,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29100495,3509c4f5-04a3-4771-8681-4982d6d2ef5d,2019/06/04 8:35 AM IST,2019-06-04,2019-06-04 03:05:00 UTC,Chennai,,"Mara, Kenya",-1.4990730556,35.2006813889,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29125237,c6eea2f4-1837-4e59-95df-48ac6a6ee56a,2019/05/17 7:55 PM UTC,2019-05-17,,UTC,,"Ololunga, Kenya",-1.0910652461,35.2108527872,15,,,,15,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29245228,1d9b85cd-e3e2-4ab9-b57f-8c3c20441fdc,2017/10/22 8:50 AM MDT,2017-10-22,2017-10-22 14:50:00 UTC,Mountain Time (US & Canada),Large group several family groups in and out of various holes,"Narok, Kenya",-1.3816197,35.4145204,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29245283,7aab3804-bfb9-4ba7-999b-d919b9d76906,2017/10/22 9:46 PM MDT,2017-10-22,2017-10-23 03:46:00 UTC,Mountain Time (US & Canada),4 Hyena ,"Narok, Kenya",-1.3816197,35.4145204,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29282631,67845216-051b-485f-aad5-5103141f566d,2018/02/06 3:07 PM GMT,2018-02-06,2018-02-06 15:07:00 UTC,Edinburgh,,"Sekenani Main Gate, Kenya",-1.4769821,35.0927784,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29282695,67399dd5-4416-4128-b42c-0403bf820d7f,2018/02/06 3:06 PM GMT,2018-02-06,2018-02-06 15:06:00 UTC,Edinburgh,,"Sekenani Main Gate, Kenya",-1.4769821,35.0927784,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
