id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
29316688,0b25c657-1ffb-4620-84ad-8288b339ef21,2018/07/30 10:04 AM EDT,2018-07-30,2018-07-30 14:04:00 UTC,Eastern Time (US & Canada),,"Lolgorian, Kenya",-1.4448524988,34.9195712296,21,,,,21,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
29338611,a92b164d-6c24-4f8d-873c-bb0599aceda0,2018/01/18 10:27 PM +0100,2018-01-18,2018-01-18 21:27:00 UTC,Paris,caught on a camera trap ,"Kitui South, KE-KT, KE",-2.0847043548,38.7883820567,977,,,,31441,,obscured,true,,,Striped Hyaena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
29441498,e15fdc18-3c41-4f46-86d1-4842127c74f1,2017/11/10 2:56 AM EST,2017-11-10,2017-11-10 07:56:00 UTC,Eastern Time (US & Canada),,"Ngiro-are Road, Kenya",-1.371912,34.9381095,11859,,,,11859,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
30513309,2e99dd43-bbfb-4190-96be-93568ef13b66,2017/12/17 9:38 PM UTC,2017-12-17,,UTC,,"Sekenani Main Gate, Kenya",-1.4769821,35.0927784,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
30528784,49e46c9d-6796-4be3-a229-0e00850d6396,Sat Aug 10 2019 06:45:29 GMT+0300 (GMT+3),2019-08-10,2019-08-10 03:45:29 UTC,Baghdad,,"Laikipia, Laikipia, Rift Valley, KE",0.0213490321,36.9355210411,30846,,,,30846,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
30740835,687bc028-6d2e-4711-aaaa-b8801f792f63,Sun Jul 28 2019 07:17:41 GMT+0300 (GMT+3),2019-07-28,2019-07-28 04:17:41 UTC,Nairobi,"This is a communal den location. 
","Kajiado South, KE-KJ, KE",-2.6937716667,37.2735583333,13068,,,,13068,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
30984940,4e6f86b6-efac-4cab-b3bf-6d0269176a02,2017/09/07 11:06 AM UTC,2017-09-07,,UTC,,"Mara, Kenya",-1.5587946711,35.0680591932,1953,,,,1953,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
31625435,979ccdbf-0d06-40f6-8f1e-406c8054b435,2019/08/04 5:07 PM CEST,2019-08-04,2019-08-04 15:07:00 UTC,Amsterdam,,"Mara, Kenya",-1.5916518189,35.3013020426,7937,,,,7937,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
32027152,6ab777cf-6795-403d-b09f-88b096da2dbe,2019/08/11 11:34 AM PDT,2019-08-11,2019-08-11 18:34:00 UTC,Pacific Time (US & Canada),,"Mara, Kenya",-1.5092822171,35.2092317302,19670,,,,19670,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
32142909,fd22289b-303a-4986-9e85-73620e1dba00,2019-08-07 6:31pm,2019-08-07,2019-08-07 23:31:00 UTC,Central Time (US & Canada),"","Maasai Mara National Reserve, Kenya",-1.608402,35.339955,66,,,,66,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
32197922,8a9458b8-cea0-4007-88b3-baabc672b38b,2019-08-08 10:24am,2019-08-08,2019-08-08 15:24:00 UTC,Central Time (US & Canada),"","Maasai Mara National Reserve, Kenya",-1.579845,35.183774,531,,,,531,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
32358721,2fece45d-a1ca-4172-ae25-7b2a2182ed67,2008/08/14 1:08 PM CEST,2008-08-14,2008-08-14 11:08:00 UTC,Bratislava,,"Baruti East, Nakuru, Keňa",-0.3220959138,36.0796489137,488,,,,488,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
32358776,36b87241-9a7c-453e-809d-9a09403ab919,2008/08/14 1:09 PM CEST,2008-08-14,2008-08-14 11:09:00 UTC,Bratislava,,"Baruti East, Nakuru, Keňa",-0.3234845311,36.0795552555,122,,,,122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
32535655,d0c72b81-aba3-4005-9b89-035974d25c10,2019/09/07 1:05 PM CDT,2019-09-07,2019-09-07 18:05:00 UTC,Monterrey,,"Mara, Kenia",-1.4972336139,35.2560587823,488,,,,488,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
33844783,7e26e5ff-93d2-4bcf-8cd8-694ea43ff307,2018/01/29 9:45 PM CET,2018-01-29,2018-01-29 20:45:00 UTC,Paris,,"Laikipia, KE",0.4337818526,36.859843016,,,,,31451,,obscured,true,,,Iena striata,Hyaena hyaena,Striped Hyaena,Mammalia,41888
33844941,7292207c-9b9f-4fb3-a517-541849e5f12f,2018/01/30 5:41 PM CET,2018-01-30,2018-01-30 16:41:00 UTC,Paris,,"Unnamed Road, Kenya",0.448808,36.842683,,,,,,,open,false,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
33884538,135d9cb6-2f23-4714-8812-3af49d600224,2018/01/31 1:37 PM CET,2018-01-31,2018-01-31 12:37:00 UTC,Paris,,"Unnamed Road, Kenya",0.481562,36.828973,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
33906506,096e91f2-2e0d-40f6-ae16-b00d80851d50,Tue Sep 24 2019 16:19:01 GMT+0200 (GMT+2),2019-09-24,2019-09-24 12:19:01 UTC,Pretoria,,"Maasai Mara National Reserve, Narok, Rift Valley, KE",-1.4003416667,35.0971805,16,,,,16,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
34296321,791712dc-537b-4981-a75b-c01651572d87,Wed Oct 02 2019 00:00:16 GMT+0300 (GMT+3),2019-10-02,2019-10-01 21:00:16 UTC,Nairobi,,"Laikipia, Rift Valley, KE",-0.0008259404,36.858981396,3506,,,,3506,,open,false,,,Hiena manchada,Crocuta crocuta,Spotted Hyena,Mammalia,41886
34388920,61910868-729e-4161-ab2d-6243a4783100,2019/09/15 5:43 PM -0300,2019-09-15,2019-09-15 20:43:00 UTC,Brasilia,,"Lake Nakuru, Nakuru Town East, Nakuru, Kenya",-0.4211433333,36.1149313833,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
34411620,e42470ca-862e-44a7-8069-3c3daa3b8cee,2019/08/08 8:50 AM IST,2019-08-08,2019-08-08 07:50:00 UTC,Dublin,"There were 22 of them walking around, all adults (and presumably more in the den). Some of them were feeding on a wildebeest calf.","Mara, Kenya",-1.4965441726,35.1714605576,13279,,,,13279,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
34638009,8cfb619b-6a29-4e3f-a4e2-07c0a4f70aaf,2019/09/26 6:28 PM EAT,2019-09-26,2019-09-26 15:28:00 UTC,Nairobi,"","Mavoko, Kenya",-1.5046166667,37.0519683333,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
34852481,92d8b87c-f043-485c-b998-cf6f8f66f271,2010/12/16 6:08 PM CET,2010-12-16,2010-12-16 17:08:00 UTC,Brussels,,"Loitokitok, Kenya",-2.6532815842,37.260767179,10674,,,,10674,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35331601,505f3ffc-08e8-4b4d-b740-00bf32f1751d,2019/08/05 5:02 PM IST,2019-08-05,2019-08-05 16:02:00 UTC,Dublin,,"Nakuru Muni., Kenya",-0.4441164669,36.0960737209,3965,,,,3965,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35505633,15cbca87-2a72-4880-8060-530ecbe2e668,2009/08/18,2009-08-18,,UTC,,"Masai Mara National Reserve, Kenya",-1.4769805,35.0927769,7853,,,,7853,,open,false,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35568082,ace6d612-c49d-415d-b7ca-e08f010aadf0,2019/09/14 2:44 PM CEST,2019-09-14,2019-09-14 12:44:00 UTC,Paris,"","Mara, Kenia",-1.54496,35.07156,22,,,,22,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35568088,a193cff8-7cd3-4c65-be9c-8395d2134b07,2019/09/14 5:39 AM CEST,2019-09-14,2019-09-14 03:39:00 UTC,Paris,"","Mara, Kenia",-1.4461496506,35.2046187615,244,,,,244,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35914268,ab34fb58-c71a-4f5f-acdd-ce19f3cf27c1,2019/09/17 6:04 PM CEST,2019-09-17,2019-09-17 16:04:00 UTC,Paris,Wildcamera,"Tsavo N. Park, Kenia",-2.901078,38.038416,11,,,,11,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35914527,ac036182-4ace-4717-9bd4-0a56afb89ed8,2019/11/05 5:10 PM +0600,2019-11-05,2019-11-05 11:10:00 UTC,Dhaka,,"Mara Safari Club, Ololunga, Kenya",-1.0930025397,35.2049531282,244,,,,244,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35915016,9fc82328-5fe1-4aa1-86a5-20a84dcc19fe,2019/11/06 7:24 AM +0600,2019-11-06,2019-11-06 01:24:00 UTC,Dhaka,,"Mara Safari Club, Ololunga, Kenya",-1.0930025397,35.2049531282,244,,,,244,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
35916338,230c1e75-8715-4799-bbf9-efc51148a8c1,2019/11/07 7:06 AM +0600,2019-11-07,2019-11-07 01:06:00 UTC,Dhaka,,"Mara Safari Club, Ololunga, Kenya",-1.0930025397,35.2049531282,244,,,,244,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36092661,0316620b-b04d-405e-8a4b-77456812e27b,2017/07/09 2:44 PM HST,2017-07-09,2017-07-10 00:44:00 UTC,Hawaii,Resting in a trough,"Loitoktok District, Rift Valley, Kenya",-2.6520157,37.2607672,193,,,,193,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36210735,3eb474b6-db3f-4e6a-bf67-5028900d9c9a,"August 13, 1988",1988-08-13,,Pacific Time (US & Canada),"A clan/cackle of Spotted hyenas on a Grant's Zebra kill, with vultures patiently waiting their turn to consume the scraps. ","Amboseli National Park,  Kenya",-2.652016,37.260767,193,,,,193,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36210763,c5583982-f212-4883-8dff-3d21ad0bf920,"August 13, 1988",1988-08-13,,Pacific Time (US & Canada),Spotted hyenas digging into the Grant's Zebra kill. ,"Amboseli National Park,  Kenya",-2.652016,37.260767,193,,,,193,,open,false,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36210805,02eec29b-28f6-4da7-a3ab-e72883ae4a9f,"August 13, 1988",1988-08-13,,Pacific Time (US & Canada),Spotted hyena cooling down at mid-day. ,"Amboseli National Park, Kenya",-2.652016,37.260767,193,,,,193,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36213653,04b52a97-ff92-454a-a218-f27eed405b1e,2019/11/24 10:36 AM EST,2019-11-24,2019-11-24 15:36:00 UTC,Eastern Time (US & Canada),,"Narok County, Kenya",-1.4769805,35.0927769,212,,,,212,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36262275,a7052ee7-31c2-4506-ad14-b8eaeb6acd38,"August 13, 1988",1988-08-13,,Pacific Time (US & Canada),Spotted Hyenas on a Grant's Zebra kill.,"Amboseli National Park,  Kenya",-2.652016,37.260767,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36446482,839aa08a-31d9-4675-839f-38ea436c0260,2017/04/21 2:35 PM CEST,2017-04-21,2017-04-21 12:35:00 UTC,Berlin,,"Mara, Kenia",-1.4574175616,35.1933177055,122,,,,122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36693112,23002118-4f50-4f4b-becf-53cb7136a79d,2015/08/17 5:31 PM EDT,2015-08-17,2015-08-17 21:31:00 UTC,Eastern Time (US & Canada),"","Narok County, Kenya",-1.4079513,34.9040137,25,,,,25,,open,false,,"",hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36693123,a51f4ba1-e7eb-4883-8786-b35409168032,2015/08/18 8:05 AM EDT,2015-08-18,2015-08-18 12:05:00 UTC,Eastern Time (US & Canada),"","Narok County, Kenya",-1.4079513,34.9040137,25,,,,25,,open,false,,"",Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36693559,6c5317d5-a8a7-41a8-965c-941ed5b27d9d,2015/08/18 8:05 AM EDT,2015-08-18,2015-08-18 12:05:00 UTC,Eastern Time (US & Canada),"","Narok County, Kenya",-1.4079513,34.9040137,25,,,,25,,open,false,,"",hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36755298,809ca23b-c183-41dc-af0a-fb213e4f33b4,Tue Dec 17 2019 17:30:11 GMT+0300 (GMT+3),2019-12-17,2019-12-17 14:30:11 UTC,Nairobi,,"Laikipia, KE",0.3511507091,37.0145727191,,,,,31451,,obscured,true,,,,Hyaena hyaena,Striped Hyaena,Mammalia,41888
36975233,7ea7dcf1-c7ac-488f-8ad3-c7bcf345e73f,2019/06/17 8:11 AM UTC,2019-06-17,,UTC,,"Mara, Kenya",-1.39,35.1097222222,,,,,,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
36988384,3eaacdf0-619b-4b6c-bad8-1a96d5a25233,2019/10/08 10:19 AM PDT,2019-10-08,2019-10-08 17:19:00 UTC,Pacific Time (US & Canada),Seemed in food coma. Can still see some blood around the mouth.,"Narok West, Narok, Kenya",-1.2035316667,35.1556966667,,,,,,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37026574,54ad9fd2-dd49-4b09-b112-155d843e8540,2019-10-12 2:14:37 PM GMT+03:00,2019-10-12,2019-10-12 11:14:37 UTC,Baghdad,,"Ngarengiro, Kenya",0.0477211867,36.9396967068,33657,,,,33657,,open,false,gps,gps,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37077845,c0278df5-093a-45cb-a83d-bd02afccc136,2019-11-27,2019-11-27,,UTC,,"Morungole, Kenya",3.658802862,34.9555573985,1052,,,,1052,,,false,gps,gps,Hyenas,Hyaeninae,Bone-cracking Hyaenas,Mammalia,846226
37248517,576e2227-22bd-4013-aaad-a7a1b31d0ee8,2019/11/11 5:04 PM PST,2019-11-11,2019-11-12 01:04:00 UTC,Pacific Time (US & Canada),,"Mwatate, Taita Taveta, Kenya",-3.4678666667,38.1965972222,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37427344,a59fc1e5-b404-4154-9ebb-4102434fbfba,2018/08/03 11:15 PM CST,2018-08-03,2018-08-03 15:15:00 UTC,Beijing,,肯尼亚纳库鲁,-0.356166,36.100211,5780,,,,5780,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37427646,e06d3113-84a3-459a-ad55-419974905f95,2018/08/04 6:37 PM CST,2018-08-04,2018-08-04 10:37:00 UTC,Beijing,,"C14 -Masai Mara Natl Reserve, Nkoilale, Keekorok, 肯尼亚",-1.5890855,35.2359808,285,,,,285,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37431393,a76be63c-c517-4cc8-8944-f00d97cbb6c0,2018/08/05 10:56 AM CST,2018-08-05,2018-08-05 02:56:00 UTC,Beijing,,"Keekorok, 肯尼亚",-1.587578021,35.2375287058,9999,,,,9999,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37768804,ef755036-51b9-4eca-9407-491589cf9980,2009-05-22,2009-05-22,,Pacific Time (US & Canada),"Mischievously annoying yet subdued by their yipping and laughing at night within the camp, Hyenas were always the topic of conversation at breakfast.",Hell's Gate Africa,-0.874596,36.31439,,,,,,,open,false,,manual,Tüpfelhyäne,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37841906,b853d0d1-5709-431e-9773-a68a0761e69c,2018-01-21 11:35:00 AM GMT+10:00,2018-01-21,2018-01-21 01:35:00 UTC,Brisbane,,"Sekenani, Kenya",-1.5485943422,35.087826848,767,,,,767,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
37842353,357310e6-0c88-4e9e-b8c0-90a01aefedbc,2018-01-21 12:39:04 PM GMT+10:00,2018-01-21,2018-01-21 02:39:04 UTC,Brisbane,,"Sekenani, Kenya",-1.540088125,35.0520649552,623,,,,623,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
38116815,e196fed1-33d6-4db8-9557-e411ebccdf36,Sun Sep 28 2008 18:03:26 GMT+0200 (GMT+2),2008-09-28,2008-09-28 16:03:26 UTC,Pretoria,,"Lake Nakuru National Park, Nakuru, Rift Valley-provinsen, KE",-0.3259528323,36.1148582606,4644,,,,4644,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
38268239,10390acf-f88c-4fc9-9982-803ab2d0b426,2019/12/06 10:54 AM EST,2019-12-06,2019-12-06 15:54:00 UTC,Eastern Time (US & Canada),,"Hindi, Kenya",-2.1780460227,40.9008459554,122,,,,122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
38643628,fd2990fa-21e8-4294-945e-84031becc122,2019-01-31 7:20:00 AM GMT+01:00,2019-01-31,2019-01-31 06:20:00 UTC,Rome,,"Amboseli National Park, Loitoktok District, Rift Valley, Kenya",-2.6788821629,37.2754190862,164,,,,164,,open,false,gps,gps,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
38682976,00bf1060-7c2e-446c-ab07-2cb908e62378,2018/07/16 7:44 PM UTC,2018-07-16,,UTC,,Kenya,-1.4769805,35.0927769,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
38981259,41b60381-a0fe-4579-af36-98832d33671c,2020/02/17 1:39 PM UTC,2020-02-17,,UTC,,"Lac Nakuru, Kenya",-0.356166,36.100211,5780,,,,5780,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
38981812,a2610355-ae80-492e-a561-736d0d21e29e,2020/02/19 6:50 AM UTC,2020-02-19,,UTC,,Kenya,-1.4769805,35.0927769,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
39093909,83d6cacd-96b9-4550-acee-5b34be058530,Tue Feb 04 2020 23:00:53 GMT-0800 (PST),2020-02-04,2020-02-04 23:00:53 UTC,UTC,,"Amboseli National Park, Kajiado, Rift Valley, KE",-2.6402376525,37.1896056933,11260,,,,11260,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
39322561,447f3ac9-08a3-453b-9a42-18b9410fbcf2,2020/02/23 3:27 PM UTC,2020-02-23,,UTC,,"Loitoktok District, Rift Valley, Kenya",-2.6520157,37.2607672,193,,,,193,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
39544634,f74d74e8-2d74-4604-8a00-34894822cc41,2018/09/23 6:17 PM EDT,2018-09-23,2018-09-23 22:17:00 UTC,Eastern Time (US & Canada),,"Mara, Kenya",-1.386774,35.2125,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
39649618,937fd71c-405c-4476-b12f-8b8e445e502d,2020/02/29 5:00 AM SAST,2020-02-29,2020-02-29 03:00:00 UTC,Pretoria,,"Ololunga, Kenya",-1.0728038181,35.2573600788,122,,,,122,,open,false,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
39985935,2ede7d45-e1f5-4fc8-a071-90dcd985c52c,2019/11/10 7:12 AM HST,2019-11-10,2019-11-10 17:12:00 UTC,Hawaii,,"Ngiro-are Road, Kenya",-1.371912,34.9381095,292,,,,292,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
40210519,4db58a30-d4d9-428f-81d9-5482d52bc86b,Thu Dec 26 2019 10:24:41 GMT-0500 (EST),2019-12-26,2019-12-26 15:24:41 UTC,Eastern Time (US & Canada),,"Maasai Mara National Reserve, Narok, Rift Valley, KE",-1.43516667,35.083125,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41008035,fae4947a-2511-4b06-bf67-b8fc4fee3211,Sat Oct 19 2019 05:40:18 GMT-0400 (EDT),2019-10-19,2019-10-19 09:40:18 UTC,Eastern Time (US & Canada),,"Amboseli National Park, Kajiado, Rift Valley, KE",-2.644150635,37.2363546095,18789,,,,18789,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41080783,695c6544-3b69-4811-b843-ed36a95b122a,2019/07/02 9:21 PM MDT,2019-07-02,2019-07-03 03:21:00 UTC,Mountain Time (US & Canada),"","Laikipia North, KE-LK, KE",0.2548725619,36.9929028041,1848,,,,31451,obscured,open,true,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41119442,f86a6ed0-f402-4e70-ba05-1f94b04a5426,2019/06/02 8:29 AM MDT,2019-06-02,2019-06-02 05:29:00 UTC,Nairobi,"near elephant carcass, presumably scavenging","Laikipia North, KE-LK, KE",0.2842894592,36.903236613,2269,,,,31451,obscured,open,true,,,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41187652,a85b2b4a-e86a-459c-a28c-e47ae8746f31,2011/08/19 6:59 AM NZST,2011-08-19,2011-08-18 18:59:00 UTC,Auckland,,Kenya,-1.4769805,35.0927769,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41655260,93a83779-65fd-411b-8804-170323fb9934,Wed Mar 18 2020 04:55:49 GMT-0400 (EDT),2020-03-18,2020-03-18 08:55:49 UTC,Eastern Time (US & Canada),,"Amboseli National Park, Kajiado, Rift Valley, KE",-2.65688,37.24765833,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41775197,7084b8b6-c02e-47a3-9ad5-a947b127b4c1,2013-01-08,2013-01-08,,Hawaii,Spotted hyena at Lake Nakuru,"Baruti East, Nakuru, Kenia",-0.3440717044,36.116658859,1326,,,,1326,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
41921164,7736270a-6dcd-4ebc-9a61-a71a0ddcab13,2017/09/08 5:57 AM CEST,2017-09-08,2017-09-08 03:57:00 UTC,Paris,,"Mara, Kenia",-1.2703953497,35.3533819402,977,,,,977,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42284184,523df998-2998-4c6e-9c73-7b02cccc5206,2020/02/16 4:28 AM PST,2020-02-16,2020-02-16 12:28:00 UTC,Pacific Time (US & Canada),,"6CGR+58 Isiolo, Meru, Kenya",0.2253854,37.4408517,14635,,,,14635,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42289024,ef251acd-2543-4c6a-97a5-8814b33b71c1,2019/06/10 10:16 PM PDT,2019-06-10,2019-06-11 05:16:00 UTC,Pacific Time (US & Canada),,"National Park, Nairobi, Kenya",-1.3615448268,36.8450787651,8000,,,,8000,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42292553,aada1903-d278-49f9-8f65-8088faa25236,2019/03/15 7:40 AM PDT,2019-03-15,2019-03-15 14:40:00 UTC,Pacific Time (US & Canada),,"Mara, Kenya",-1.1864460694,35.205388328,13568,,,,13568,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42294380,27a231d3-7afa-40c1-9a75-40aa0571ec66,2019/03/03 9:16 AM PST,2019-03-03,2019-03-03 17:16:00 UTC,Pacific Time (US & Canada),,Kenya,-1.2086105,35.1582634,10865,,,,10865,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42294396,96ea3d38-7f77-4909-a9f7-100f191d81b1,2019/03/06 9:29 AM PST,2019-03-06,2019-03-06 17:29:00 UTC,Pacific Time (US & Canada),,Kenya,-1.2086105,35.1582634,10865,,,,10865,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42392953,de594ede-d778-49de-b49c-c3007fe19201,Fri Apr 17 2020 06:51:24 GMT+0300 (GMT+3),2020-04-17,2020-04-17 03:51:24 UTC,Baghdad,,"Narok West, KE-NR, KE",-1.08373617,35.238155,5,,,,5,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42521065,dcdd2dc3-57f5-4d35-a8fe-0b84f93035d1,2019/10/22 11:25 PM CDT,2019-10-22,2019-10-23 04:25:00 UTC,Central Time (US & Canada),"","Maasai Mara National Reserve, Ngiro-are Road, Kenya",-1.371912,34.9381095,292,,,,292,,open,false,,,Hiena manchada,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42596271,b21cf06b-775a-4802-988e-d5215a60b420,2007/08/09 5:53 PM HST,2007-08-09,2007-08-10 03:53:00 UTC,Hawaii,,"Ikutha, Kenya",-2.7154706677,38.6527229401,85015,,,,85015,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42767186,8b5ec069-acf8-4350-a67d-7cf689e107f1,1988/08/19 10:27 AM PDT,1988-08-19,1988-08-19 17:27:00 UTC,Pacific Time (US & Canada),,"Mara, Kenya",-1.7145570779,35.328920871,756,,,,756,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
42769206,d02b1e1e-7471-4d7a-9f67-26fa4c1a52c2,1988/08/19 10:27 AM PDT,1988-08-19,1988-08-19 17:27:00 UTC,Pacific Time (US & Canada),,"Mara, Kenya",-1.715329208,35.3284917188,632,,,,632,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
43553406,b8b2721a-bbe5-4696-bafb-256eccfa254a,2019/04/29 3:31 PM IST,2019-04-29,2019-04-29 10:01:00 UTC,New Delhi,"","Masai Mara, Kenya",-1.4243617973,34.9540721607,11428,,,,11428,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
45330330,50db108c-a492-4700-9d06-36196e17ba01,2018-08-09,2018-08-09,,UTC,,"Narok West, KE-NR, KE",-1.2819952624,35.2276399278,263,,,,31447,,obscured,true,gps,gps,Eastern Aardwolf,Proteles septentrionalis,Eastern Aardwolf,Mammalia,1431008
45330590,bcede2be-faa8-4c31-9cd2-5bfcd5a9b752,2018-08-09,2018-08-09,,UTC,,"Sekenani, Kenya",-1.476972822,35.0927768648,263,,,,263,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
